,0,1
0,37.7931662,-122.4126692
1,37.7595856,-122.4447334
2,37.755477125,-122.419411
3,37.7739385,-122.408592875
4,37.7646824,-122.4218646
5,37.7728866667,-122.415150667
6,37.7714837,-122.4133178
7,37.7710719,-122.4132774
8,37.7715452653,-122.413774184
9,37.7712823,-122.4130525
10,37.7728747,-122.4155502
11,37.7715668571,-122.413801286
12,37.7710782857,-122.412895429
13,37.7698085,-122.4118646
14,37.7711430612,-122.412976735
15,37.7719147,-122.414435489
16,37.770036,-122.413232
17,37.7681023061,-122.424183061
18,37.7686446458,-122.415196417
19,37.768267,-122.4186743
20,37.76826044,-122.42156992
21,37.7687774,-122.4151165
22,37.7678129,-122.4294528
23,37.7677938333,-122.429265667
24,37.7672525918,-122.406207224
25,37.7650124,-122.4224951
26,37.7648614,-122.4210767
27,37.7652315102,-122.41804898
28,37.7652266122,-122.418128776
29,37.7648508571,-122.421611571
30,37.7647708,-122.4224622
31,37.764916,-122.423275
32,37.7648954737,-122.423610789
33,37.764854,-122.424299
34,37.764786,-122.42269
35,37.765093,-122.420335
36,37.7662932,-122.3991413
37,37.764746913,-122.423342217
38,37.7648831579,-122.423812263
39,37.7652146,-122.4149816
40,37.7647684,-122.4229832
41,37.764764,-122.4227283
42,37.7648525714,-122.421583714
43,37.76491,-122.4244935
44,37.7648191795,-122.424881513
45,37.7649057368,-122.423442895
46,37.764981,-122.4223199
47,37.765068,-122.418025
48,37.7648565,-122.4249357
49,37.765062,-122.41812275
50,37.7657484898,-122.406741082
51,37.7647214783,-122.423758304
52,37.7649016316,-122.423510053
53,37.765011,-122.4225655
54,37.764877,-122.423913
55,37.7662932,-122.3991413
56,37.764871,-122.42128
57,37.7656126,-122.4133133
58,37.7648090637,-122.422309626
59,37.765074,-122.41792725
60,37.7650115714,-122.421697214
61,37.7648833333,-122.421081333
62,37.7662932,-122.3991413
63,37.7643689,-122.4333113
64,37.7641395,-122.432563
65,37.764301,-122.430719
66,37.7643459545,-122.429978318
67,37.764632,-122.403674
68,37.7617297,-122.447803
69,37.76391375,-122.416681724
70,37.76336,-122.422113667
71,37.762982,-122.428362
72,37.7627338889,-122.432401444
73,37.7617297,-122.447803
74,37.7617297,-122.447803
75,37.7626387755,-122.396918286
76,37.7626995714,-122.395911429
77,37.7624655714,-122.39705
78,37.762565,-122.395398
79,37.7624814694,-122.396794857
80,37.7624226,-122.397292
81,37.7624553,-122.3967111
82,37.7624672449,-122.397023143
83,37.7627036531,-122.39584449
84,37.7617819,-122.417965764
85,37.7614342,-122.4242174
86,37.7614599583,-122.424174833
87,37.7627858,-122.3930698
88,37.761703,-122.422903
89,37.7620139,-122.418868239
90,37.7621654,-122.4159718
91,37.7615584444,-122.425278
92,37.761642,-122.4211875
93,37.7609305,-122.4358978
94,37.760992,-122.43465725
95,37.7608739796,-122.436652673
96,37.7607732,-122.4354917
97,37.7607826531,-122.435410878
98,37.760852,-122.43424775
99,37.761006,-122.434427708
100,37.76093,-122.432941
101,37.7611238367,-122.432452102
102,37.7609248,-122.4359917
103,37.7607118571,-122.436589714
104,37.760732,-122.436261
105,37.7607436,-122.4359986
106,37.760872,-122.4369539
107,37.760848,-122.434313333
108,37.7607573265,-122.438552408
109,37.76102,-122.434198167
110,37.760892,-122.433574333
111,37.7608826122,-122.436511796
112,37.76101,-122.434362125
113,37.760882,-122.433741
114,37.7233839,-122.4752131
115,37.761672,-122.388887
116,37.7605522857,-122.410253571
117,37.7604279583,-122.414646625
118,37.760348,-122.418702417
119,37.7601192941,-122.419758
120,37.760348,-122.418702417
121,37.760356,-122.41857275
122,37.7603171,-122.4197671
123,37.7602611,-122.4207584
124,37.7599899,-122.420787669
125,37.7899027,-122.3979846
126,37.7901262,-122.3977905
127,37.7868886,-122.3941938
128,37.7606452,-122.388123
129,37.7606135838,-122.387886001
130,37.758527,-122.419439
131,37.7593644082,-122.408322673
132,37.7587423,-122.4156654
133,37.7589233,-122.411432327
134,37.759207,-122.410922
135,37.7584743158,-122.420306526
136,37.7592214,-122.4112428
137,37.7577226,-122.4094528
138,37.7575762,-122.4115976
139,37.7580168,-122.3889041
140,37.757862,-122.3892799
141,37.7580008,-122.390405039
142,37.75539975,-122.42061825
143,37.755389125,-122.420783875
144,37.7553195,-122.419295
145,37.7554534898,-122.41709702
146,37.75530675,-122.419495
147,37.75530675,-122.419495
148,37.7552947,-122.422915
149,37.75524425,-122.42046875
150,37.7554853,-122.4197295
151,37.755851,-122.41052
152,37.7554701429,-122.416825714
153,37.803323,-122.4008709
154,37.753722,-122.419133327
155,37.7532569,-122.4281653
156,37.7528949167,-122.408851542
157,37.7523429231,-122.418059769
158,37.752947,-122.407993
159,37.7530141291,-122.406935009
160,37.7523144,-122.4189202
161,37.75284625,-122.409658167
162,37.752758,-122.411126
163,37.752959,-122.407797
164,37.7519906,-122.4210513
165,37.752851125,-122.409579917
166,37.752761,-122.408336
167,37.752553,-122.414669333
168,37.752445,-122.41643
169,37.75268875,-122.409537833
170,37.752533,-122.414992667
171,37.752645,-122.413159
172,37.7522408,-122.4170624
173,37.7527485,-122.41128275
174,37.752497,-122.415596333
175,37.752604,-122.413809
176,37.7527483333,-122.408546333
177,37.7530124898,-122.40480598
178,37.752513,-122.415335
179,37.752809,-122.410277917
180,37.752925,-122.408352
181,37.7522295,-122.4202775
182,37.7530423549,-122.406569274
183,37.7523088,-122.419091
184,37.7527546667,-122.408441167
185,37.7522665,-122.41935275
186,37.7526736,-122.4124237
187,37.7526357692,-122.413289462
188,37.7524726,-122.41325972
189,37.752338,-122.415482333
190,37.7522237,-122.4203686
191,37.752357,-122.4143919
192,37.7521063,-122.4192216
193,37.75285925,-122.4094495
194,37.7530156735,-122.404752347
195,37.7513249796,-122.434990347
196,37.7511263265,-122.438136694
197,37.751516375,-122.429195625
198,37.7512004694,-122.43439102
199,37.7512732449,-122.433227939
200,37.7514279184,-122.430662653
201,37.7513266,-122.4315998
202,37.750933,-122.438622
203,37.75200165,-122.430905702
204,37.7511674,-122.4348427
205,37.7514343,-122.4300465
206,37.7517066,-122.4287879
207,37.7517362,-122.4283246
208,37.7515355,-122.4286976
209,37.7513195,-122.4321639
210,37.7512881224,-122.435532918
211,37.7514773,-122.4328788
212,37.7515084,-122.432083
213,37.7515697,-122.42798
214,37.7514264,-122.4301905
215,37.7516682,-122.4295254
216,37.7514698,-122.4331352
217,37.751274,-122.409141
218,37.748744125,-122.421426888
219,37.8055072,-122.4029513
220,37.744105,-122.421184833
221,37.7440923,-122.4220728
222,37.7875187353,-122.399035676
223,37.7867952,-122.3985043
224,37.78601325,-122.396924232
225,37.7882446,-122.400304
226,37.787437,-122.3988349
227,37.78877975,-122.401182456
228,37.7876271,-122.3990781
229,37.7868527,-122.3985477
230,37.7877283,-122.3992092
231,37.7875167,-122.3989363
232,37.7866932143,-122.398002429
233,37.7799172,-122.3900821
234,37.7804393023,-122.39016986
235,37.7826798265,-122.393265939
236,37.781889,-122.3923716
237,37.7826932041,-122.393282837
238,37.7826809898,-122.393267408
239,37.7809642,-122.391221
240,37.7825015,-122.3926612
241,37.786954,-122.3861454
242,37.7422496735,-122.422672327
243,37.7419989,-122.4266565
244,37.80790525,-122.404596291
245,37.80790525,-122.404596291
246,37.80790525,-122.404596291
247,37.80790525,-122.404596291
248,37.80790525,-122.404596291
249,37.80790525,-122.404596291
250,37.80790525,-122.404596291
251,37.8101274,-122.4104622
252,37.7860568,-122.4013647
253,37.7268552,-122.3935514
254,37.7872634,-122.4030937
255,37.7852231,-122.4004933
256,37.7848151,-122.3998805
257,37.786741,-122.4029599
258,37.7848151,-122.3998805
259,37.7872019,-122.4030039
260,37.7268552,-122.3935514
261,37.7268552,-122.3935514
262,37.7268552,-122.3935514
263,37.7268552,-122.3935514
264,37.7268552,-122.3935514
265,37.7268552,-122.3935514
266,37.758059,-122.3881583
267,37.7268552,-122.3935514
268,37.7836386,-122.3985219
269,37.7268552,-122.3935514
270,37.7268552,-122.3935514
271,37.7815091667,-122.395932
272,37.7577437,-122.3880817
273,37.7817322,-122.3961339
274,37.7268552,-122.3935514
275,37.7268552,-122.3935514
276,37.7814923,-122.3959108
277,37.7835366,-122.3988478
278,37.7268552,-122.3935514
279,37.7268552,-122.3935514
280,37.7814743,-122.3963268
281,37.7815344667,-122.3959638
282,37.7810244,-122.3952292
283,37.7268552,-122.3935514
284,37.7268552,-122.3935514
285,37.7268552,-122.3935514
286,37.7268552,-122.3935514
287,37.729538,-122.392379612
288,37.7294508,-122.392872382
289,37.7268552,-122.3935514
290,37.7268552,-122.3935514
291,37.7268552,-122.3935514
292,37.720954,-122.396475
293,37.7268552,-122.3935514
294,37.8094742,-122.4118508
295,37.7848759,-122.4049774
296,37.7840833,-122.4035146
297,37.7852861,-122.4055002
298,37.7815816,-122.4006211
299,37.7815816,-122.4006211
300,37.780937,-122.399652
301,37.7793474,-122.3980776
302,37.7776284,-122.3953629
303,37.7815816,-122.4006211
304,37.7815816,-122.4006211
305,37.7815816,-122.4006211
306,37.7815816,-122.4006211
307,37.780937,-122.399652
308,37.7815816,-122.4006211
309,37.7982801,-122.396344013
310,37.777165,-122.462828
311,37.7827407143,-122.463228531
312,37.777411,-122.462846
313,37.7814985,-122.4052118
314,37.7831178,-122.406818911
315,37.7831066,-122.406804822
316,37.7830978,-122.406624973
317,37.7835175,-122.406870543
318,37.7833640208,-122.407421938
319,37.78012125,-122.403060938
320,37.7759991875,-122.398187437
321,37.7819305,-122.4101661
322,37.7808184,-122.40872
323,37.7815847333,-122.409626467
324,37.7816221304,-122.409380565
325,37.777243,-122.403887
326,37.781741,-122.4098969
327,37.7815904783,-122.409340739
328,37.7814573333,-122.409466167
329,37.7809734,-122.40848
330,37.799444,-122.395525614
331,37.7784787,-122.4102703
332,37.7755328,-122.4065476
333,37.7786408,-122.4099039
334,37.78018185,-122.41200345
335,37.7824907143,-122.466641714
336,37.7825326122,-122.466437041
337,37.7830431224,-122.466472653
338,37.7771858,-122.4125863
339,37.77760805,-122.41423437
340,37.7771858,-122.4125863
341,37.77282065,-122.41000205
342,37.7750033,-122.4129675
343,37.7765323,-122.4148445
344,37.7738007963,-122.411800241
345,37.7737895,-122.4119007
346,37.7770061538,-122.415535256
347,37.785627,-122.429953
348,37.776518,-122.419331
349,37.7597072653,-122.411536347
350,37.7685532,-122.4023476
351,37.7114545,-122.4630218
