LICENSE NUMBER,STATUS,LICENSE TYPE, ORIG. ISS. DATE, EXPIR DATE, PRIMARY OWNER, PREMISES ADDR, PREMISES CSZ,BUSNESS NAME, MAILING ADDRESS, MAILING CSZ, CENSUS TRACT, GEO CODE
447634,ACTIVE,48,6/21/07,5/31/17,BAR DOWNTOWN LLC THE,83 1ST ST,"SAN FRANCISCO, CA  94105-2536",83 PROOF,,,615,3800
502827,ACTIVE,47,3/22/11,2/28/17,FISHER BAKER & FARMER LLC,330 1ST ST,"SAN FRANCISCO, CA  94105-2602",LOCAL KITCHEN & WINE MERCHANT,,,615,3800
528201,ACTIVE,41,8/13/14,7/31/17,"IZZGHAYER, MUHANNAD AHMAD","100 1ST ST, STE 110","SAN FRANCISCO, CA  94105-2634",OASIS GRILL,,,615,3800
529400,ACTIVE,41,8/22/13,7/31/17,CHIPOTLE MEXICAN GRILL INC,"3251 20TH AVE, #OP183","SAN FRANCISCO, CA  94132-1900",CHIPOTLE MEXICAN GRILL ,"1401 WYNKOOP ST, STE 500 ATTN LICENSING","DENVER, CO  80202-1729",332.01,3800
551826,ACTIVE,41,3/16/15,2/28/17,"BP FUND A, LLC","3251 20TH AVE, STE 157","SAN FRANCISCO, CA  94132-1936",BLAZE FAST FIRED PIZZA,,,332.01,3800
553650,ACTIVE,41,5/29/15,4/30/17,BUILT STONESTOWN L-PSHIP,"3251 20TH AVE, STE 158","SAN FRANCISCO, CA  94132-1937",BUILT,4048 SONOMA HWY  #15,"NAPA, CA  94559-9745",332.01,3800
544045,ACTIVE,41,6/16/14,5/31/17,BLUE C CALIFORNIA INC,"3251 20TH AVE, STE 182","SAN FRANCISCO, CA  94132-1918",BLUE C SUSHI,"1411 4TH AVE, STE 240","SEATTLE, WA  98101-2281",332.01,3800
266495,ACTIVE,47,3/24/92,12/31/17,GMRI INC,"3251 20TH AVE, STE 187","SAN FRANCISCO, CA  94132",OLIVE GARDEN ITALIAN RESTAURANT THE 1295,PO BOX 695016,"ORLANDO, FL  32869-5016",332.01,3800
516893,ACTIVE,41,4/18/12,3/31/17,NEW SPOT INC THE,632 20TH ST,"SAN FRANCISCO, CA  94107-3117",NEW SPOT THE,,,226,3800
527943,ACTIVE,48,3/5/13,2/28/17,THIRD RAIL BAR LLC THE,628 20TH ST,"SAN FRANCISCO, CA  94107-3117",THIRD RAIL THE,,,226,3800
380336,ACTIVE,41,3/11/02,2/28/17,"HO, DAVID TAI RAN",3515 20TH ST,"SAN FRANCISCO, CA  94110",TAO YIN RESTAURANT,,,208,3800
421904,ACTIVE,47,1/4/05,9/30/17,"BENAZZO, STEVEN ROLAND",2736 20TH ST,"SAN FRANCISCO, CA  94110",JAY & BEE CLUB PUB,,,228.01,3800
446879,ACTIVE,42,1/19/07,12/31/17,INNER MISSION LLC,3349 20TH ST,"SAN FRANCISCO, CA  94110-2617",SHOTWELLS,"1310 MINNESOTA ST, # 201","SAN FRANCISCO, CA  94107-7402",228.01,3800
468546,ACTIVE,41,11/7/08,10/31/17,ATLAS CAFE INC,3049 20TH ST,"SAN FRANCISCO, CA  94110-2712",ATLAS CAFE,,,228.01,3800
515979,ACTIVE,41,1/31/12,12/31/17,CENTRAL KITCHEN LLC,3000 20TH ST,"SAN FRANCISCO, CA  94110-2713",CENTRAL KITCHEN,2403 HARRISON ST,"SAN FRANCISCO, CA  94110-2713",228.01,3800
518241,ACTIVE,41,12/20/12,11/30/17,"20 SPOT MISSION, LLC",3565 20TH ST,"SAN FRANCISCO, CA  94110-2420",20 SPOT,,,208,3800
518288,ACTIVE,47,9/26/12,8/31/17,NE TIMEAS RESTAURANT INVESTMENT LLC,3010 20TH ST,"SAN FRANCISCO, CA  94110-2713",,2403 HARRISON ST,"SAN FRANCISCO, CA  94110-2713",228.01,3800
550784,ACTIVE,48,6/11/15,9/30/17,"ASIENTO, INC.",2730 21ST ST,"SAN FRANCISCO, CA  94110-2832",ASIENTO,,,228.01,3800
567380,ACTIVE,41,6/2/16,5/31/17,"PEPPER8, LLC",2850 21ST ST,"SAN FRANCISCO, CA  94110-2727","BON, NENE",,,228.01,3800
391543,ACTIVE,41,10/11/02,9/30/17,"LANDRY, ARIENNE TERESA",732 22ND ST,"SAN FRANCISCO, CA  94107",JUST FOR YOU,,,226,3800
509484,ACTIVE,41,11/6/12,10/31/17,CONFECTIONS BY MICHAEL RECCHIUTI LLC,801 22ND ST,"SAN FRANCISCO, CA  94107-3425",RECCHIUTI  CHOCOLATE LAB,"2565 3RD ST, SUITE 225","SAN FRANCISCO, CA  94107",226,3800
563733,ACTIVE,41,4/13/16,3/31/17,AINA DOGPATCH LLC,900 22ND ST,"SAN FRANCISCO, CA  94107-3427",AINA,109 DUNCAN ST,"SAN FRANCISCO, CA  94110-4322",226,3800
270431,ACTIVE,41,5/4/92,1/31/17,"GOMEZ, MATILDE",3283-3295 22ND ST,"SAN FRANCISCO, CA  94110",ESPERENTO RESTAURANT,3295 22ND ST,"SAN FRANCISCO, CA  94110",209,3800
296363,ACTIVE,48,7/26/94,6/30/17,"RAPALSKI, DIETRICH S",3286 22ND ST,"SAN FRANCISCO, CA  94110",LATIN AMERICAN CLUB,,,208,3800
299622,ACTIVE,41,10/14/94,9/30/17,SPAGHETTI WESTERN INC,3296 22ND ST,"SAN FRANCISCO, CA  94110-3033",BOOGALOOS,105 E STRAWBERRY DR,"MILL VALLEY, CA  94941",208,3800
310407,ACTIVE,48,9/25/95,8/31/17,"CHESTNEY, MICHAEL L",3225 22ND ST,"SAN FRANCISCO, CA  94110",MAKE OUT ROOM,,,209,3800
322957,ACTIVE,48,12/13/96,5/31/17,EL TREBOL BAR INC,3149 22ND ST,"SAN FRANCISCO, CA  94110",EL TREBOL NO 3,,,209,3800
357672,SUREND,41,11/23/99,10/31/17,TAQUERIAS LA ALTENA INC,3237-3239 22ND ST,"SAN FRANCISCO, CA  94110",CAVA 22,,,209,3800
357672,ACTIVE,47,11/23/99,12/31/16,TAQUERIAS LA ALTENA INC,3237-3239 22ND ST,"SAN FRANCISCO, CA  94110",CAVA 22,,,209,3800
367359,ACTIVE,48,8/14/00,3/31/17,LONE PALM PRODUCTIONS,3394 22ND ST,"SAN FRANCISCO, CA  94110-3067",LONE PALM BAR,,,207,3800
393534,ACTIVE,41,1/23/03,1/31/17,HEUNG YUEN RESTAURANT,3279 22ND ST,"SAN FRANCISCO, CA  94110",HEUNG YUEN RESTAURANT,,,209,3800
430879,ACTIVE,41,4/18/06,3/31/17,22ND STREET RESTAURANT LLC,3248 22ND ST,"SAN FRANCISCO, CA  94110-3007",REVOLUTION CAFE,,,208,3800
538427,ACTIVE,86,1/16/14,12/31/17,LOCAL CELLAR LLC,2801 22ND ST,"SAN FRANCISCO, CA  94110-3429",LOCAL CELLAR LLC,,,228.03,3800
550222,ACTIVE,41,11/25/14,10/31/16,CALIFORNIOS RESTAURANT GROUP LLC,3115 22ND ST,"SAN FRANCISCO, CA  94110-3218",CALIFORNIOS,780 DARTMOUTH ST,"SAN FRANCISCO, CA  94134",209,3800
548420,ACTIVE,47,4/17/15,3/31/17,"PIER 70 PARTNERS, INC.",8 22ND ST PIER 70,"SAN FRANCISCO, CA  94107-7448",NON PLUS ULTRA EVENTS,88 5TH ST,"SAN FRANCISCO, CA  94103",226,3800
410437,ACTIVE,47,5/6/04,2/28/17,PIER 23 CAFE INC,PIER 23 THE EMBARCADERO,"SAN FRANCISCO, CA  94111-2002",PIER 23 CAFE ,,,105,3800
434282,ACTIVE,41,1/31/06,12/31/16,"MIYOSHI, TARO",200 23RD AVE,"SAN FRANCISCO, CA  94121",RUMBLE FISH,,,426.01,3800
473953,ACTIVE,41,2/5/09,1/31/17,PIZZETTA RESTAURANTS INCORPORATED,211 23RD AVE,"SAN FRANCISCO, CA  94121-2008",PIZZETTA 211,,,426.01,3800
429513,ACTIVE,47,12/12/05,11/30/17,URBAN ELIXIRS INC,3349 23RD ST,"SAN FRANCISCO, CA  94110",VELVET CANTINA,,,209,3800
549420,ACTIVE,41,3/23/15,2/28/17,"23RD AND BRYANT, INC.",2848 23RD ST,"SAN FRANCISCO, CA  94110-3414",BUTTERMILK SOUTHERN KITCHEN,"4159 EL CAMINO WAY, # P","PALO ALTO, CA  94306-4076",228.03,3800
223442,ACTIVE,41,9/30/88,2/28/17,"FONG, BERNARD D",2838 24TH ST,"SAN FRANCISCO, CA  94110",PUNJAB RESTAURANT,,,229.03,3800
236181,ACTIVE,41,8/1/89,1/31/17,"SANCHEZ, ROBERTO T",3274 24TH ST,"SAN FRANCISCO, CA  94110",EL TACO LOCO,,,209,3800
243639,ACTIVE,41,3/14/90,9/30/17,"TAFOLLA, ARTURO",2794 24TH ST,"SAN FRANCISCO, CA  94110",TAQUERIA SAN FRANCISCO,375 HANOVER ST,"SAN FRANCISCO, CA  94112-4304",229.03,3800
282781,ACTIVE,41,4/20/93,3/31/17,"DOUANGPANYA, MANIVANH",2732 24TH ST,"SAN FRANCISCO, CA  94110",MANIVANH THAI RESTAURANT,,,229.03,3800
324528,ACTIVE,41,10/17/96,1/31/17,"FADDOUL, AWAD S JR",3318 24TH ST,"SAN FRANCISCO, CA  94110",CAFE LA BOHEME,,,209,3800
327499,ACTIVE,41,2/26/97,1/31/17,"YEE, NORMAN",2878 24TH ST,"SAN FRANCISCO, CA  94110",MINGS FONG LAM RESTAURANT,,,229.02,3800
337075,ACTIVE,41,12/12/97,6/30/17,TAQUERIAS EL FAROLITO INC,2950 24TH ST,"SAN FRANCISCO, CA  94110-4132",EL FAROLITO 3,2779 MISSION ST,"SAN FRANCISCO, CA  94110-3103",229.02,3800
354570,ACTIVE,41,10/29/99,9/30/17,FAMILIA SANCHEZ ENTERPRISES INC,2778 24TH ST,"SAN FRANCISCO, CA  94110",CASA SANCHEZ RESTAURANT,,,229.03,3800
357687,ACTIVE,41,11/15/99,10/31/17,"ESCOBEDO, MIGUEL ANGEL",3409 24TH ST,"SAN FRANCISCO, CA  94110",PAPALOTE MEX GRILL,4713 MANGLES BLVD,"FAIRFIELD, CA  94534",210,3800
391337,ACTIVE,41,11/12/02,10/31/17,"VASQUEZ, ISIDRO",2872 24TH ST,"SAN FRANCISCO, CA  94110",TIO CHILOS GRILL,,,229.02,3800
394094,ACTIVE,41,9/16/03,8/31/17,CONFUSION BOREDOM LLC,2801 24TH ST,"SAN FRANCISCO, CA  94110-4213",ST FRANCIS FOUNTAIN,105 E STRAWBERRY DR,"MILL VALLEY, CA  94941",229.03,3800
433449,ACTIVE,41,10/10/06,9/30/17,"GUERRARAMIREZ, ALBA G",3126 24TH ST,"SAN FRANCISCO, CA  94110-4012",SUN RISE RESTAURANT,,,229.01,3800
439157,ACTIVE,47,5/8/06,11/30/17,"BROWNE, MARISSA TAMARA",3200 24TH ST,"SAN FRANCISCO, CA  94110",NAPPER TANDY THE,,,209,3800
441500,ACTIVE,41,11/14/06,10/31/17,"LOZANO, MARIA DELOURDES",2871 24TH ST,"SAN FRANCISCO, CA  94110",LS CAFFE,,,229.02,3800
448743,ACTIVE,41,7/2/07,6/30/17,"PATINO, PABLO",3146 24TH ST,"SAN FRANCISCO, CA  94110-4012",LA TAQUERIA GUADALAJARA,,,229.01,3800
450162,ACTIVE,48,3/29/07,2/28/17,ST FRANCIS TAVERN LLC,3050 24TH ST,"SAN FRANCISCO, CA  94110-4130",DIRTY THIEVES,"1003 10TH ST , STE. A","MODESTO, CA  95354",229.01,3800
467958,ACTIVE,41,11/6/08,10/31/17,"PANAGIOTOPOULOS, JIMMY",3231 24TH ST,"SAN FRANCISCO, CA  94110-3927",GEORGES BBQ ON 24TH,,,209,3800
503667,ACTIVE,64,3/21/11,2/28/17,BRAVA FOR WOMEN IN THE ARTS,2781-2789 24TH ST,"SAN FRANCISCO, CA  94110-4235",BRAVA FOR WOMEN IN THE ARTS,,,229.03,3800
512619,ACTIVE,41,6/8/12,5/31/17,OP PARTNERS LLC,2962 24TH ST,"SAN FRANCISCO, CA  94110-4132",PIG AND PIE,2763 22ND ST,"SAN FRANCISCO, CA  94110-3460",229.02,3800
521459,ACTIVE,41,7/12/12,6/30/17,"WONGLUENG, NAMTHIP",3166 24TH ST,"SAN FRANCISCO, CA  94110-4033",CHILLI CHA CHA,,,229.01,3800
521808,ACTIVE,47,12/19/12,11/30/16,"ZOE'S LUCK, LLC",3088 24TH ST,"SAN FRANCISCO, CA  94110-4130",ZOE,"501 BEALE ST, #5F","SAN FRANCISCO, CA  94105",229.01,3800
528263,ACTIVE,41,3/28/14,2/28/17,SIP N EAT CORP.,2817 24TH ST,"SAN FRANCISCO, CA  94110-4213",ROOSEVELT THE,44 BELVEDERE ST,"SAN FRANCISCO, CA  94117",229.03,3800
529291,R64B,48,7/9/14,6/30/17,"PLAYLAND ABC, LLC",2545 24TH ST,"SAN FRANCISCO, CA  94110-3508",PLAYLAND,1351 POLK ST,"SAN FRANCISCO, CA  94109-4617",229.03,3800
529967,ACTIVE,41,4/10/13,3/31/17,"BECK & BLOOM, LLC",3150 24TH ST,"SAN FRANCISCO, CA  94110-4033",WISE SONS DELICATESSEN,PO BOX 40607,"SAN FRANCISCO, CA  94140",229.01,3800
530011,ACTIVE,41,4/12/13,3/31/17,"EL TOMATE, INC.",2904 24TH ST,"SAN FRANCISCO, CA  94110-4127",EL TOMATE RESTAURANT,2916 24TH ST,"SAN FRANCISCO, CA  94110-4127",229.02,3800
540206,ACTIVE,48,2/27/14,1/31/17,ANCHORS AND WHALES LLC,2800 24TH ST,"SAN FRANCISCO, CA  94110-4214",POPS CLUBHOUSE,502 DIVISADERO ST,"SAN FRANCISCO, CA  94117-2213",229.03,3800
542084,ACTIVE,41,5/7/14,4/30/17,RECE RIVER CORP.,3388 24TH ST,"SAN FRANCISCO, CA  94110-3823",PHAT PHILLY,,,209,3800
544083,SUREND,41,1/13/15,12/31/16,"SOUS BEURRE, LLC",2704 24TH ST,"SAN FRANCISCO, CA  94110-4212",SOUS BEURRE KITCHEN,"179 DOLORES ST, #3","SAN FRANCISCO, CA  94110",229.03,3800
545117,ACTIVE,41,6/27/14,5/31/17,"PAPRIKA RESTAURANT, LLC",3324 24TH ST,"SAN FRANCISCO, CA  94110-3825",PAPRIKA,,,209,3800
549519,ACTIVE,41,12/26/14,11/30/16,"YOON, JOHN",2809 24TH ST,"SAN FRANCISCO, CA  94110-4213",,307 GONZALEZ DR,"SAN FRANCISCO, CA  94132-2345",229.03,3800
552283,ACTIVE,48,5/20/15,4/30/17,"BROWN, CAROLINE",3336 24TH ST,"SAN FRANCISCO, CA  94110-3825",,,,209,3800
561260,ACTIVE,41,5/26/16,4/30/17,"FRANCISCO'S MEXICAN FOOD, LLC",3033 24TH ST,"SAN FRANCISCO, CA  94110-4131",VALLARTA TACO BAR,,,229.01,3800
562759,ACTIVE,41,1/14/16,12/31/17,"PERKINS, JASON LOY ",3066 24TH ST,"SAN FRANCISCO, CA  94110-4130",BIG REC TAP ROOM,11 DUBOCE AVE,"SAN FRANCISCO, CA  94103-1228",229.01,3800
563559,ACTIVE,41,6/20/16,5/31/17,IDF HOLDING LLC,3077 24TH ST,"SAN FRANCISCO, CA  94110-4145",EL NUEVO FRUTILANDIA,2755 FOLSOM ST,"SAN FRANCISCO, CA  94110-3310",229.01,3800
567173,ACTIVE,41,6/20/16,5/31/17,"EEGA, INC.",3161 24TH ST,"SAN FRANCISCO, CA  94110-4034",MONTELLA PIZZERIA,,,229.01,3800
567232,ACTIVE,41,6/15/16,5/31/17,"DABABNEH, INC.",3392 24TH ST,"SAN FRANCISCO, CA  94110-3823",BIG MOUTH BURGERS,125 PIEDMONT AVE,"SAN BRUNO, CA  94066",209,3800
568238,ACTIVE,41,6/20/16,5/31/17,"SHUBHAM HOSPITALITY GROUP, INC",3111 24TH ST,"SAN FRANCISCO, CA  94110-4011",DUM,480 BISCAYNE AVE,"FOSTER CITY, CA  94404-3550",229.01,3800
568721,ACTIVE,41,6/21/16,5/31/17,ADVENTURE IN FOOD AND WINE LLC,3331 24TH ST,"SAN FRANCISCO, CA  94110-3827",ADVENTURE IN FOOD AND WINE,,,209,3800
574308,ACTIVE,41,11/21/16,10/31/17,"ALIMENTO, LLC",2862 24TH ST,"SAN FRANCISCO, CA  94110-4233",SUGARLUMP,1400 SUTTER ST,"SAN FRANCISCO, CA  94109-5418",229.02,3800
575008,ACTIVE,41,11/18/16,10/31/17,BANG'S RESTAURANT,2537 24TH ST,"SAN FRANCISCO, CA  94110-3508",J & E RESTAURANT,"739 WASHINGTON ST, STE 300","SAN FRANCISCO, CA  94108-1334",229.03,3800
273897,ACTIVE,41,8/14/92,7/31/17,BARNEYS SAN FRANCISCO INC,4138 24TH ST,"SAN FRANCISCO, CA  94114-3615",BARNEYS SAN FRANCISCO INC,1591 SOLANO AVE,"BERKELEY, CA  94707-2116",212,3800
287505,ACTIVE,41,9/28/93,8/31/17,"EDELSON, VEVA J",4288 24TH ST,"SAN FRANCISCO, CA  94114",FIREFLY RESTAURANT,,,212,3800
348910,ACTIVE,41,12/2/98,10/31/17,"KOULOULIAS, GEORGE ALEXANDER",3881 24TH ST,"SAN FRANCISCO, CA  94114",HAYSTACK PIZZA RESTAURANT INC,,,214,3800
374773,ACTIVE,41,7/2/01,6/30/17,RASTE INC,4109 24TH ST,"SAN FRANCISCO, CA  94114",LUPA,,,213,3800
390133,ACTIVE,41,8/11/03,10/31/17,BRAUD USA CORPORATION,4063 24TH ST,"SAN FRANCISCO, CA  94114",LE ZINC,,,214,3800
436044,ACTIVE,47,3/14/06,9/30/17,FRESCA RESTAURANTS INC,3945 24TH ST,"SAN FRANCISCO, CA  94114",FRESCA RESTAURANTS INC,,,214,3800
462714,ACTIVE,41,5/28/08,4/30/17,"NASER, IMAD",3991 24TH ST,"SAN FRANCISCO, CA  94114-3703",TOAST,,,214,3800
469305,ACTIVE,41,9/22/08,8/31/17,"LY, HUI YING",4301 24TH ST,"SAN FRANCISCO, CA  94114-3519",RINS,,,213,3800
477810,ACTIVE,86,8/28/09,7/31/17,WHOLE FOODS MARKET CALIFORNIA INC,3950 24TH ST,"SAN FRANCISCO, CA  94114-3704",WHOLE FOODS MARKET,"PO BOX 684786, ATTN LICENSING TEAM","AUSTIN, TX  78768-4786",211,3800
487950,ACTIVE,41,6/24/10,5/31/17,TLC FOODS LLC,4123 24TH ST,"SAN FRANCISCO, CA  94114-3614",LITTLE CHIHUAHUA MEXICAN RESTAURANT THE,1949 OFARRELL ST,"SAN FRANCISCO, CA  94115-3506",213,3800
509598,ACTIVE,41,8/1/11,2/28/17,LA BELLA FOODS LLC,3913 24TH ST,"SAN FRANCISCO, CA  94114-3703",CAFE SAVOR,,,214,3800
512972,ACTIVE,41,10/26/11,9/30/17,AKAI SARU CORPORATION,3856 24TH ST,"SAN FRANCISCO, CA  94114-3839",AKAI SARU,,,211,3800
514738,ACTIVE,48,12/8/11,11/30/17,BAR TAP INC,3838 24TH ST,"SAN FRANCISCO, CA  94114-3811",DUBLINER,,,211,3800
523991,ACTIVE,41,10/18/12,9/30/17,"DAMPEER, JOHN LYELL",3853 24TH ST,"SAN FRANCISCO, CA  94114-3840",CRAFTHOUSE,"65 BLAKE ST., APT 1","SAN FRANCISCO, CA  94114",214,3800
529179,ACTIVE,41,3/12/13,2/28/17,"JE & JUNE, INC.",4007 24TH ST,"SAN FRANCISCO, CA  94114-3715",GRIDDLEFRESH,,,214,3800
539205,ACTIVE,41,1/23/14,12/31/17,"G & K CREATIONS, INC.",4166 24TH ST,"SAN FRANCISCO, CA  94114",,,,212,3800
544141,ACTIVE,41,7/14/14,6/30/17,"PATXI'S OPCO, LLC",4042 24TH ST,"SAN FRANCISCO, CA  94114-3716",PATXIS CHICAGO PIZZA #4,"30 LIBERTY SHIP WAY, STE 3110","SAUSALITO, CA  94965",211,3800
552384,ACTIVE,41,2/4/15,1/31/17,"SAN FRANSISTERS, LLC",4000 24TH ST,"SAN FRANCISCO, CA  94114",NOVY,,,211,3800
558422,ACTIVE,42,10/26/15,9/30/17,EDUVINSF,3821 24TH ST,"SAN FRANCISCO, CA  94114-3810",NOE VALLEY WINE MERCHANTS,4750 25TH ST,"SAN FRANCISCO, CA  94114-3525",214,3800
559496,ACTIVE,41,8/31/15,7/31/17,"CORREA, INC.",3917 24TH ST,"SAN FRANCISCO, CA  94114-3703",CASA MEXICANA II,,,214,3800
563783,ACTIVE,41,4/19/16,3/31/17,NOUVEAU BAKERY LLC,3898 24TH ST,"SAN FRANCISCO, CA  94114-3839",LA BOULANGERIE DE SAN FRANCISCO,836 MONTGOMERY ST,"SAN FRANCISCO, CA  94133-5111",211,3800
571269,ACTIVE,48,9/16/16,8/31/17,"CRAFT ON DRAUGHT, LLC",4054 24TH ST,"SAN FRANCISCO, CA  94114-3716",VALLEY TAVERN,,,211,3800
351287,ACTIVE,41,3/29/99,2/28/17,TUNG SING RESTAURANT INC,4015 24TH ST A,"SAN FRANCISCO, CA  94114",TUNG SING RESTAURANT,,,214,3800
547957,ACTIVE,79,8/27/14,6/30/17,"TRIPLE J CELLARS, LLC","3861 24TH ST, NOE VALLEY FARMERS MARKET","BETWEEN SANCHEZ & VICKSBURG STREETS, SAN FRANCISCO, CA  94114",TRIPLE J CELLARS,901 B PALMETTO AVE,"PACIFICA, CA  94044-2271",,3800
574754,ACTIVE,79,10/12/16,6/30/17,"HIDDEN STAR ORCHARDS, INC.","3861 24TH ST, NOE VALLEY FARMERS MARKET","BETWEEN SANCHEZ & VICKSBURG STREETS, SAN FRANCISCO, CA  94114",HIDDEN STAR ORCHARDS @ NOE VALLEY FARMERS MARKET,1235 PHOENIX WAY,"SAN LEANDRO, CA  94577-1438",,3800
305136,ACTIVE,47,8/21/95,7/31/17,"VIGIL, ILDEFONSO",2950 25TH ST,"SAN FRANCISCO, CA  94110",PUERTO ALEGRE RESTAURANT 2,,,229.02,3800
517341,ACTIVE,41,3/2/12,2/28/17,EASTERN PEGASUS INC,3603 26TH ST,"SAN FRANCISCO, CA  94110-4301",WILD PEPPER,3601 26TH ST,"SAN FRANCISCO, CA  94110",210,3800
465589,ACTIVE,47,8/21/08,7/31/17,SITTING BY INC,PIER 28 1/2,"SAN FRANCISCO, CA  94105-1219",HI DIVE RESTAURANT,,,615,3800
396583,ACTIVE,47,7/17/03,6/30/17,RESTAURANT TZ INC,PIER 29,"SAN FRANCISCO, CA  94111",TEATRO ZINZANNI,135 QUINT ST,"SAN FRANCISCO, CA  94124-1403",105,3800
415050,ACTIVE,41,5/27/05,4/30/17,"YOUSEF, NABEEL AZEEZ",10 29TH ST,"SAN FRANCISCO, CA  94110",GOOOD FRIKIN CHICKEN,,,253,3800
539380,ACTIVE,48,2/4/14,1/31/17,ROCK BAR LLC,80 29TH ST,"SAN FRANCISCO, CA  94110-4929",ROCK BAR,,,253,3800
512823,ACTIVE,47,10/18/11,9/30/17,FRONT PORCH RESTAURANT LLC,65 29TH ST A,"SAN FRANCISCO, CA  94110-4910",FRONT PORCH THE,,,253,3800
325798,ACTIVE,48,1/10/97,12/31/17,"LEE, STEPHANIE ANN",141 2ND ST,"SAN FRANCISCO, CA  94105-3714",STEFFS,1170 RIDGEWOOD DR,"MILLBRAE, CA  94030",615,3800
358384,ACTIVE,47,11/4/99,12/31/17,UMBRIA INC,198 2ND ST,"SAN FRANCISCO, CA  94105",RISTORANTE UMBRIA,,,615,3800
377901,ACTIVE,47,10/2/01,12/31/17,COURTYARD MANAGEMENT CORPORATION,299 2ND ST,"SAN FRANCISCO, CA  94105",,"610 SMITHFIELD ST, STE 300","PITTSBURGH, PA  15222-2512",615,3800
447383,ACTIVE,41,1/23/07,12/31/17,CARAMBA INC,78 2ND ST,"SAN FRANCISCO, CA  94105",CARAMBA,,,615,3800
474571,ACTIVE,47,1/28/09,11/30/17,OSHA THAI 2ND STREET INC,149 2ND ST,"SAN FRANCISCO, CA  94105-3714",LAO TABLE,432 SUTTER ST,"SAN FRANCISCO, CA  94108",615,3800
521425,ACTIVE,41,8/16/12,7/31/17,MEHFIL INDIAN RESTAURANT INC,28 2ND ST,"SAN FRANCISCO, CA  94105-3460",MEHFIL INDIAN RESTAURANT,34432 TORREY PINE LN,"UNION CITY, CA  94587-8044",615,3800
525113,ACTIVE,48,12/27/12,11/30/17,"ER PARTNERS, LLC",133 2ND ST,"SAN FRANCISCO, CA  94105-3714",EDDIE RICKENBACKERS,,,615,3800
537601,ACTIVE,41,9/26/14,8/31/17,"SOMA RESTAURANT GROUP, INC.",186 2ND ST,"SAN FRANCISCO, CA  94105-3809",SOMA EATS,246 B 2ND ST,"SAN FRANCISCO, CA  94105-3111",615,3800
540700,ACTIVE,41,2/24/14,1/31/17,JESSE SF CORPORATION,123 2ND ST,"SAN FRANCISCO, CA  94105-3601",NORTH INDIA RESTAURANT,,,615,3800
552815,ACTIVE,41,3/11/15,2/28/17,"JERSEY PIZZA, LLC",145 2ND ST,"SAN FRANCISCO, CA  94105-3714",JERSEY,,,615,3800
564953,ACTIVE,41,11/1/16,10/31/17,"EQUATOR COFFEES & TEAS, INC.",222 2ND ST,"SAN FRANCISCO, CA  94105-3106",EQUATOR COFFEE & TEAS,115 JORDAN ST,"SAN RAFAEL, CA  94901-3919",615,3800
332444,ACTIVE,47,10/23/97,9/30/17,"OSBORNE, PETER WHITFIELD",760 2ND ST,"SAN FRANCISCO, CA  94107",MOMOS,,,607,3800
350331,ACTIVE,47,6/14/99,5/31/17,PARAGON BAR & GRILL INC,725 2ND ST,"SAN FRANCISCO, CA  94107",SF PARAGON RESTAURANT & BAR,835 FIFTH AVE,"SAN RAFAEL, CA  94901",607,3800
416693,ACTIVE,42,9/28/04,7/31/17,LESLIE A HENNESSY INC,545 2ND ST,"SAN FRANCISCO, CA  94107",LESLIE A HENNESSY INC,,,615,3800
483342,ACTIVE,47,12/16/09,11/30/17,OZONE THAI RESTAURANT & LOUNGE INC,598 2ND ST,"SAN FRANCISCO, CA  94107-1418",OZONE THAI RESTAURANT & LOUNGE ,,,615,3800
503447,ACTIVE,41,8/2/12,7/31/17,SIMPLY SMART FOODS L-PSHIP,522 2ND ST,"SAN FRANCISCO, CA  94107-1427",SMALL FOODS,"526 2ND ST, STE 202","SAN FRANCISCO, CA  94107-1427",615,3800
525679,ACTIVE,42,4/2/15,3/31/17,"ZAZA, INC.",543 2ND ST,"SAN FRANCISCO, CA  94107-1411",ZAZA,"2971 CALIFORNIA ST, #1","SAN FRANCISCO, CA  94115-2442",615,3800
556388,ACTIVE,41,7/23/15,6/30/17,"680 2ND STREET PARTNERS, LLC",680 2ND ST,"SAN FRANCISCO, CA  94107-2015",SLICE HOUSE,464 MONTEREY AVE,"LOS GATOS, CA  95030-5326",615,3800
558435,ACTIVE,47,10/6/15,9/30/17,"2ND STREET BAR, LLC",555 2ND ST,"SAN FRANCISCO, CA  94107-1411",LORD GEORGE,,,615,3800
543980,ACTIVE,47,6/13/14,5/31/17,MINISTRY OF TASTE LLC,"303 2ND ST, #S138","SAN FRANCISCO, CA  94107-1366",RED DOG,,,615,3800
565627,ACTIVE,41,11/17/16,4/30/17,SIMPLY SMART FOODS L-PSHIP,"303 2ND ST, STE 137","SAN FRANCISCO, CA  94107-1366",SMALL FOODS,"526 2ND ST, STE 202","SAN FRANCISCO, CA  94107-1427",615,3800
477998,ACTIVE,47,7/13/09,6/30/17,LETTUS LLC,PIER 3 EMBARCADERO,"SAN FRANCISCO, CA  94111-2027",PLANT CAFE ORGANIC THE,958 ILLINOIS ST,"SAN FRANCISCO, CA  94107",105,3800
